Census Year,Measure,Area Unit,Area Unit Code,Value,Value Unit,Value Label,Null Reason
2006,Median household income ($),Te Hapara,Te Hapara,33700,nzd,NZD,
2013,Median household income ($),Te Hapara,Te Hapara,42400,nzd,NZD,
2001,Median household income ($),Gisborne Airport,Gisborne Airport,26000,nzd,NZD,
2006,Median household income ($),Gisborne Airport,Gisborne Airport,31500,nzd,NZD,
2013,Median household income ($),Gisborne Airport,Gisborne Airport,37900,nzd,NZD,
2001,Median household income ($),Whataupoko,Whataupoko,42100,nzd,NZD,
2006,Median household income ($),Whataupoko,Whataupoko,53500,nzd,NZD,
2013,Median household income ($),Whataupoko,Whataupoko,64300,nzd,NZD,
2001,Median household income ($),Gisborne Central,Gisborne Central,26100,nzd,NZD,
2006,Median household income ($),Gisborne Central,Gisborne Central,33100,nzd,NZD,
2013,Median household income ($),Gisborne Central,Gisborne Central,41200,nzd,NZD,
2001,Median household income ($),Kaiti North,Kaiti North,42800,nzd,NZD,
2006,Median household income ($),Kaiti North,Kaiti North,51100,nzd,NZD,
2013,Median household income ($),Kaiti North,Kaiti North,60100,nzd,NZD,
2001,Median household income ($),Outer Kaiti,Outer Kaiti,26800,nzd,NZD,
2006,Median household income ($),Outer Kaiti,Outer Kaiti,33800,nzd,NZD,
2013,Median household income ($),Outer Kaiti,Outer Kaiti,38300,nzd,NZD,
2001,Median household income ($),Kaiti South,Kaiti South,25200,nzd,NZD,
2006,Median household income ($),Kaiti South,Kaiti South,34300,nzd,NZD,
2013,Median household income ($),Kaiti South,Kaiti South,37900,nzd,NZD,
2001,Median household income ($),Tamarau,Tamarau,27100,nzd,NZD,
2006,Median household income ($),Tamarau,Tamarau,37500,nzd,NZD,
2013,Median household income ($),Tamarau,Tamarau,45900,nzd,NZD,
2001,Median household income ($),Riverdale,Riverdale,37200,nzd,NZD,
2006,Median household income ($),Riverdale,Riverdale,46900,nzd,NZD,
2013,Median household income ($),Riverdale,Riverdale,56400,nzd,NZD,
2001,Median household income ($),Tuai,Tuai,27500,nzd,NZD,
2006,Median household income ($),Tuai,Tuai,35800,nzd,NZD,
2013,Median household income ($),Tuai,Tuai,43300,nzd,NZD,
2001,Median household income ($),Frasertown,Frasertown,34000,nzd,NZD,
2006,Median household income ($),Frasertown,Frasertown,50700,nzd,NZD,
2013,Median household income ($),Frasertown,Frasertown,67500,nzd,NZD,
2001,Median household income ($),Ruakituri-Morere,Ruakituri-Morere,34400,nzd,NZD,
2006,Median household income ($),Ruakituri-Morere,Ruakituri-Morere,51300,nzd,NZD,
2013,Median household income ($),Ruakituri-Morere,Ruakituri-Morere,57100,nzd,NZD,
2001,Median household income ($),Maungataniwha,Maungataniwha,30300,nzd,NZD,
2006,Median household income ($),Maungataniwha,Maungataniwha,45000,nzd,NZD,
2013,Median household income ($),Maungataniwha,Maungataniwha,53300,nzd,NZD,
2001,Median household income ($),Inland Water-Lake Waikaremoana,Inland Water-Lake Waikaremoana,,nzd,NZD,confidential
2006,Median household income ($),Inland Water-Lake Waikaremoana,Inland Water-Lake Waikaremoana,,nzd,NZD,confidential
2013,Median household income ($),Inland Water-Lake Waikaremoana,Inland Water-Lake Waikaremoana,,nzd,NZD,confidential
2001,Median household income ($),Raupunga,Raupunga,29500,nzd,NZD,
2006,Median household income ($),Raupunga,Raupunga,38800,nzd,NZD,
2013,Median household income ($),Raupunga,Raupunga,55800,nzd,NZD,
2001,Median household income ($),Whakaki,Whakaki,33600,nzd,NZD,
2006,Median household income ($),Whakaki,Whakaki,41300,nzd,NZD,
2013,Median household income ($),Whakaki,Whakaki,45600,nzd,NZD,
2001,Median household income ($),Nuhaka,Nuhaka,30600,nzd,NZD,
2006,Median household income ($),Nuhaka,Nuhaka,25800,nzd,NZD,
2013,Median household income ($),Nuhaka,Nuhaka,36700,nzd,NZD,
2001,Median household income ($),Mahia,Mahia,26300,nzd,NZD,
2006,Median household income ($),Mahia,Mahia,31100,nzd,NZD,
2013,Median household income ($),Mahia,Mahia,39000,nzd,NZD,
2001,Median household income ($),Wairoa,Wairoa,28300,nzd,NZD,
2006,Median household income ($),Wairoa,Wairoa,34800,nzd,NZD,
2013,Median household income ($),Wairoa,Wairoa,37300,nzd,NZD,
2001,Median household income ($),Bay View,Bay View,41000,nzd,NZD,
2006,Median household income ($),Bay View,Bay View,54900,nzd,NZD,
2013,Median household income ($),Bay View,Bay View,65900,nzd,NZD,
2001,Median household income ($),Poraiti,Poraiti,65400,nzd,NZD,
2006,Median household income ($),Poraiti,Poraiti,74300,nzd,NZD,
2013,Median household income ($),Poraiti,Poraiti,88900,nzd,NZD,
2001,Median household income ($),Meeanee,Meeanee,45000,nzd,NZD,
2006,Median household income ($),Meeanee,Meeanee,60000,nzd,NZD,
2013,Median household income ($),Meeanee,Meeanee,76300,nzd,NZD,
2001,Median household income ($),Awatoto,Awatoto,35000,nzd,NZD,
2006,Median household income ($),Awatoto,Awatoto,41300,nzd,NZD,
2013,Median household income ($),Awatoto,Awatoto,58800,nzd,NZD,
2001,Median household income ($),Twyford,Twyford,42000,nzd,NZD,
2006,Median household income ($),Twyford,Twyford,48100,nzd,NZD,
2013,Median household income ($),Twyford,Twyford,57800,nzd,NZD,
2001,Median household income ($),Karamu,Karamu,44500,nzd,NZD,
2006,Median household income ($),Karamu,Karamu,54000,nzd,NZD,
2013,Median household income ($),Karamu,Karamu,59700,nzd,NZD,
2001,Median household income ($),Whakatu,Whakatu,41100,nzd,NZD,
2006,Median household income ($),Whakatu,Whakatu,47500,nzd,NZD,
2013,Median household income ($),Whakatu,Whakatu,59300,nzd,NZD,
2001,Median household income ($),Clive,Clive,39000,nzd,NZD,
2006,Median household income ($),Clive,Clive,53500,nzd,NZD,
2013,Median household income ($),Clive,Clive,65600,nzd,NZD,
2001,Median household income ($),Haumoana,Haumoana,36800,nzd,NZD,
2006,Median household income ($),Haumoana,Haumoana,52100,nzd,NZD,
2013,Median household income ($),Haumoana,Haumoana,65000,nzd,NZD,
2001,Median household income ($),Brookvale,Brookvale,55600,nzd,NZD,
2006,Median household income ($),Brookvale,Brookvale,64000,nzd,NZD,
2013,Median household income ($),Brookvale,Brookvale,85000,nzd,NZD,
2001,Median household income ($),Irongate,Irongate,43300,nzd,NZD,
2006,Median household income ($),Irongate,Irongate,53000,nzd,NZD,
2013,Median household income ($),Irongate,Irongate,66000,nzd,NZD,
2001,Median household income ($),Longlands South,Longlands South,45000,nzd,NZD,
2006,Median household income ($),Longlands South,Longlands South,65900,nzd,NZD,
2013,Median household income ($),Longlands South,Longlands South,77500,nzd,NZD,
2001,Median household income ($),Tangoio,Tangoio,41700,nzd,NZD,
2006,Median household income ($),Tangoio,Tangoio,55000,nzd,NZD,
2013,Median household income ($),Tangoio,Tangoio,56400,nzd,NZD,
2001,Median household income ($),Eskdale,Eskdale,40700,nzd,NZD,
2006,Median household income ($),Eskdale,Eskdale,66000,nzd,NZD,
2013,Median household income ($),Eskdale,Eskdale,79400,nzd,NZD,
2001,Median household income ($),Sherenden-Puketapu,Sherenden-Puketapu,52600,nzd,NZD,
2006,Median household income ($),Sherenden-Puketapu,Sherenden-Puketapu,64800,nzd,NZD,
2013,Median household income ($),Sherenden-Puketapu,Sherenden-Puketapu,81800,nzd,NZD,
2001,Median household income ($),Omahu,Omahu,32000,nzd,NZD,
2006,Median household income ($),Omahu,Omahu,43800,nzd,NZD,
2013,Median household income ($),Omahu,Omahu,50800,nzd,NZD,
2001,Median household income ($),Waiohiki,Waiohiki,45000,nzd,NZD,
2006,Median household income ($),Waiohiki,Waiohiki,63300,nzd,NZD,
2013,Median household income ($),Waiohiki,Waiohiki,80700,nzd,NZD,
2001,Median household income ($),Pakowhai,Pakowhai,40200,nzd,NZD,
2006,Median household income ($),Pakowhai,Pakowhai,55300,nzd,NZD,
2013,Median household income ($),Pakowhai,Pakowhai,75800,nzd,NZD,
2001,Median household income ($),Maraekakaho,Maraekakaho,46400,nzd,NZD,
2006,Median household income ($),Maraekakaho,Maraekakaho,59200,nzd,NZD,
2013,Median household income ($),Maraekakaho,Maraekakaho,76900,nzd,NZD,
2001,Median household income ($),Bridge Pa,Bridge Pa,44000,nzd,NZD,
2006,Median household income ($),Bridge Pa,Bridge Pa,58100,nzd,NZD,
2013,Median household income ($),Bridge Pa,Bridge Pa,68300,nzd,NZD,
2001,Median household income ($),Poukawa,Poukawa,45000,nzd,NZD,
2006,Median household income ($),Poukawa,Poukawa,55300,nzd,NZD,
2013,Median household income ($),Poukawa,Poukawa,70900,nzd,NZD,
2001,Median household income ($),Pakipaki,Pakipaki,48000,nzd,NZD,
2006,Median household income ($),Pakipaki,Pakipaki,55800,nzd,NZD,
2013,Median household income ($),Pakipaki,Pakipaki,64300,nzd,NZD,
2001,Median household income ($),Waimarama,Waimarama,41400,nzd,NZD,
2006,Median household income ($),Waimarama,Waimarama,52400,nzd,NZD,
2013,Median household income ($),Waimarama,Waimarama,63800,nzd,NZD,
2001,Median household income ($),Tutira,Tutira,35000,nzd,NZD,
2006,Median household income ($),Tutira,Tutira,41000,nzd,NZD,
2013,Median household income ($),Tutira,Tutira,52500,nzd,NZD,
2001,Median household income ($),Puketitiri,Puketitiri,33000,nzd,NZD,
2006,Median household income ($),Puketitiri,Puketitiri,45000,nzd,NZD,
2013,Median household income ($),Puketitiri,Puketitiri,61000,nzd,NZD,
2001,Median household income ($),Whanawhana,Whanawhana,40600,nzd,NZD,
2006,Median household income ($),Whanawhana,Whanawhana,51700,nzd,NZD,
2013,Median household income ($),Whanawhana,Whanawhana,70700,nzd,NZD,
2001,Median household income ($),Westshore,Westshore,36300,nzd,NZD,
2006,Median household income ($),Westshore,Westshore,48100,nzd,NZD,
2013,Median household income ($),Westshore,Westshore,55400,nzd,NZD,
2001,Median household income ($),Ahuriri,Ahuriri,27300,nzd,NZD,
2006,Median household income ($),Ahuriri,Ahuriri,41500,nzd,NZD,
2013,Median household income ($),Ahuriri,Ahuriri,49200,nzd,NZD,
2001,Median household income ($),Onekawa Central,Onekawa Central,28400,nzd,NZD,
2006,Median household income ($),Onekawa Central,Onekawa Central,36600,nzd,NZD,
2013,Median household income ($),Onekawa Central,Onekawa Central,48800,nzd,NZD,
2001,Median household income ($),Onekawa West,Onekawa West,25800,nzd,NZD,
2006,Median household income ($),Onekawa West,Onekawa West,45000,nzd,NZD,
2013,Median household income ($),Onekawa West,Onekawa West,52500,nzd,NZD,
2001,Median household income ($),Onekawa South,Onekawa South,27300,nzd,NZD,
2006,Median household income ($),Onekawa South,Onekawa South,34000,nzd,NZD,
2013,Median household income ($),Onekawa South,Onekawa South,40400,nzd,NZD,
2001,Median household income ($),Marewa,Marewa,25900,nzd,NZD,
2006,Median household income ($),Marewa,Marewa,34400,nzd,NZD,
2013,Median household income ($),Marewa,Marewa,39800,nzd,NZD,
2001,Median household income ($),Maraenui,Maraenui,24500,nzd,NZD,
2006,Median household income ($),Maraenui,Maraenui,31100,nzd,NZD,
2013,Median household income ($),Maraenui,Maraenui,34400,nzd,NZD,
2001,Median household income ($),Hospital Hill,Hospital Hill,47200,nzd,NZD,
2006,Median household income ($),Hospital Hill,Hospital Hill,60000,nzd,NZD,
2013,Median household income ($),Hospital Hill,Hospital Hill,68300,nzd,NZD,
2001,Median household income ($),Bluff Hill,Bluff Hill,43900,nzd,NZD,
2006,Median household income ($),Bluff Hill,Bluff Hill,57600,nzd,NZD,
2013,Median household income ($),Bluff Hill,Bluff Hill,64500,nzd,NZD,
2001,Median household income ($),Nelson Park,Nelson Park,27100,nzd,NZD,
2006,Median household income ($),Nelson Park,Nelson Park,38000,nzd,NZD,
2013,Median household income ($),Nelson Park,Nelson Park,46500,nzd,NZD,
2001,Median household income ($),Mclean Park,Mclean Park,29000,nzd,NZD,
2006,Median household income ($),Mclean Park,Mclean Park,37900,nzd,NZD,
2013,Median household income ($),Mclean Park,Mclean Park,47800,nzd,NZD,
2001,Median household income ($),Tamatea North,Tamatea North,32300,nzd,NZD,
2006,Median household income ($),Tamatea North,Tamatea North,42000,nzd,NZD,
2013,Median household income ($),Tamatea North,Tamatea North,47800,nzd,NZD,
2001,Median household income ($),Tamatea South,Tamatea South,33900,nzd,NZD,
2006,Median household income ($),Tamatea South,Tamatea South,43200,nzd,NZD,
2013,Median household income ($),Tamatea South,Tamatea South,49500,nzd,NZD,
2001,Median household income ($),Greenmeadows,Greenmeadows,36900,nzd,NZD,
2006,Median household income ($),Greenmeadows,Greenmeadows,47000,nzd,NZD,
2013,Median household income ($),Greenmeadows,Greenmeadows,51600,nzd,NZD,
2001,Median household income ($),Taradale North,Taradale North,36300,nzd,NZD,
2006,Median household income ($),Taradale North,Taradale North,45500,nzd,NZD,
2013,Median household income ($),Taradale North,Taradale North,56000,nzd,NZD,
2001,Median household income ($),Taradale South,Taradale South,34400,nzd,NZD,
2006,Median household income ($),Taradale South,Taradale South,46200,nzd,NZD,
2013,Median household income ($),Taradale South,Taradale South,50800,nzd,NZD,
2001,Median household income ($),Pirimai,Pirimai,33900,nzd,NZD,
2006,Median household income ($),Pirimai,Pirimai,42400,nzd,NZD,
2013,Median household income ($),Pirimai,Pirimai,48600,nzd,NZD,
2001,Median household income ($),Mahora,Mahora,29500,nzd,NZD,
2006,Median household income ($),Mahora,Mahora,39500,nzd,NZD,
2013,Median household income ($),Mahora,Mahora,49400,nzd,NZD,
2001,Median household income ($),St Leonards,St Leonards,27800,nzd,NZD,
2006,Median household income ($),St Leonards,St Leonards,35800,nzd,NZD,
2013,Median household income ($),St Leonards,St Leonards,44400,nzd,NZD,
2001,Median household income ($),Frimley,Frimley,34400,nzd,NZD,
2006,Median household income ($),Frimley,Frimley,44200,nzd,NZD,
2013,Median household income ($),Frimley,Frimley,68800,nzd,NZD,
2001,Median household income ($),Raureka,Raureka,31600,nzd,NZD,
2006,Median household income ($),Raureka,Raureka,41500,nzd,NZD,
2013,Median household income ($),Raureka,Raureka,52000,nzd,NZD,
2001,Median household income ($),Mayfair,Mayfair,29700,nzd,NZD,
2006,Median household income ($),Mayfair,Mayfair,39400,nzd,NZD,
2013,Median household income ($),Mayfair,Mayfair,46300,nzd,NZD,
2001,Median household income ($),Parkvale,Parkvale,27900,nzd,NZD,
2006,Median household income ($),Parkvale,Parkvale,38600,nzd,NZD,
2013,Median household income ($),Parkvale,Parkvale,46600,nzd,NZD,
2001,Median household income ($),Hastings Central,Hastings Central,25800,nzd,NZD,
2006,Median household income ($),Hastings Central,Hastings Central,30100,nzd,NZD,
2013,Median household income ($),Hastings Central,Hastings Central,37600,nzd,NZD,
2001,Median household income ($),Akina,Akina,27700,nzd,NZD,
2006,Median household income ($),Akina,Akina,36100,nzd,NZD,
2013,Median household income ($),Akina,Akina,42600,nzd,NZD,
2001,Median household income ($),Woolwich,Woolwich,35000,nzd,NZD,
2006,Median household income ($),Woolwich,Woolwich,37500,nzd,NZD,
2013,Median household income ($),Woolwich,Woolwich,70000,nzd,NZD,
2001,Median household income ($),Camberley,Camberley,21400,nzd,NZD,
2006,Median household income ($),Camberley,Camberley,30500,nzd,NZD,
2013,Median household income ($),Camberley,Camberley,37300,nzd,NZD,
2001,Median household income ($),Kingsley-Chatham,Kingsley-Chatham,28600,nzd,NZD,
2006,Median household income ($),Kingsley-Chatham,Kingsley-Chatham,38000,nzd,NZD,
2013,Median household income ($),Kingsley-Chatham,Kingsley-Chatham,44200,nzd,NZD,
2001,Median household income ($),Lochain,Lochain,28800,nzd,NZD,
2006,Median household income ($),Lochain,Lochain,43700,nzd,NZD,
2013,Median household income ($),Lochain,Lochain,46100,nzd,NZD,
2001,Median household income ($),Flaxmere East,Flaxmere East,29900,nzd,NZD,
2006,Median household income ($),Flaxmere East,Flaxmere East,39500,nzd,NZD,
2013,Median household income ($),Flaxmere East,Flaxmere East,42900,nzd,NZD,
2001,Median household income ($),Anderson Park,Anderson Park,29600,nzd,NZD,
2006,Median household income ($),Anderson Park,Anderson Park,41600,nzd,NZD,
2013,Median household income ($),Anderson Park,Anderson Park,50100,nzd,NZD,
2001,Median household income ($),Iona,Iona,45300,nzd,NZD,
2006,Median household income ($),Iona,Iona,57400,nzd,NZD,
2013,Median household income ($),Iona,Iona,68400,nzd,NZD,
2001,Median household income ($),Havelock Hills,Havelock Hills,62700,nzd,NZD,
2006,Median household income ($),Havelock Hills,Havelock Hills,90800,nzd,NZD,
2013,Median household income ($),Havelock Hills,Havelock Hills,98000,nzd,NZD,
2001,Median household income ($),Te Mata,Te Mata,35500,nzd,NZD,
2006,Median household income ($),Te Mata,Te Mata,52300,nzd,NZD,
2013,Median household income ($),Te Mata,Te Mata,57700,nzd,NZD,
2001,Median household income ($),Havelock North Central,Havelock North Central,45600,nzd,NZD,
2006,Median household income ($),Havelock North Central,Havelock North Central,59400,nzd,NZD,
2013,Median household income ($),Havelock North Central,Havelock North Central,72900,nzd,NZD,
2001,Median household income ($),Te Mata Hills,Te Mata Hills,59400,nzd,NZD,
2006,Median household income ($),Te Mata Hills,Te Mata Hills,79500,nzd,NZD,
2013,Median household income ($),Te Mata Hills,Te Mata Hills,88800,nzd,NZD,
2001,Median household income ($),Takapau,Takapau,32500,nzd,NZD,
2006,Median household income ($),Takapau,Takapau,32500,nzd,NZD,
2013,Median household income ($),Takapau,Takapau,45000,nzd,NZD,
2001,Median household income ($),Waipawa,Waipawa,28900,nzd,NZD,
2006,Median household income ($),Waipawa,Waipawa,37500,nzd,NZD,
2013,Median household income ($),Waipawa,Waipawa,43100,nzd,NZD,
2001,Median household income ($),Tikokino,Tikokino,43700,nzd,NZD,
2006,Median household income ($),Tikokino,Tikokino,53700,nzd,NZD,
2013,Median household income ($),Tikokino,Tikokino,61900,nzd,NZD,
2001,Median household income ($),Otane,Otane,30600,nzd,NZD,
2006,Median household income ($),Otane,Otane,39200,nzd,NZD,
2013,Median household income ($),Otane,Otane,52200,nzd,NZD,
2001,Median household income ($),Waipukurau,Waipukurau,31500,nzd,NZD,
2006,Median household income ($),Waipukurau,Waipukurau,37900,nzd,NZD,
2013,Median household income ($),Waipukurau,Waipukurau,45900,nzd,NZD,
2001,Median household income ($),Porangahau,Porangahau,22500,nzd,NZD,
2006,Median household income ($),Porangahau,Porangahau,30800,nzd,NZD,
2013,Median household income ($),Porangahau,Porangahau,31300,nzd,NZD,
2001,Median household income ($),Elsthorpe-Flemington,Elsthorpe-Flemington,44500,nzd,NZD,
2006,Median household income ($),Elsthorpe-Flemington,Elsthorpe-Flemington,54100,nzd,NZD,
2013,Median household income ($),Elsthorpe-Flemington,Elsthorpe-Flemington,60500,nzd,NZD,
2001,Median household income ($),Norsewood-Herbertville,Norsewood-Herbertville,42100,nzd,NZD,
2006,Median household income ($),Norsewood-Herbertville,Norsewood-Herbertville,52100,nzd,NZD,
2013,Median household income ($),Norsewood-Herbertville,Norsewood-Herbertville,60600,nzd,NZD,
2001,Median household income ($),Owahanga,Owahanga,35500,nzd,NZD,
2006,Median household income ($),Owahanga,Owahanga,45600,nzd,NZD,
2013,Median household income ($),Owahanga,Owahanga,51000,nzd,NZD,
2001,Median household income ($),Mara,Mara,,nzd,NZD,confidential
2006,Median household income ($),Mara,Mara,,nzd,NZD,confidential
2013,Median household income ($),Mara,Mara,,nzd,NZD,confidential
2001,Median household income ($),Dannevirke West,Dannevirke West,33000,nzd,NZD,
2006,Median household income ($),Dannevirke West,Dannevirke West,43500,nzd,NZD,
2013,Median household income ($),Dannevirke West,Dannevirke West,47300,nzd,NZD,
2001,Median household income ($),Dannevirke East,Dannevirke East,27000,nzd,NZD,
2006,Median household income ($),Dannevirke East,Dannevirke East,31800,nzd,NZD,
2013,Median household income ($),Dannevirke East,Dannevirke East,35900,nzd,NZD,
2001,Median household income ($),Papatawa,Papatawa,45700,nzd,NZD,
2006,Median household income ($),Papatawa,Papatawa,51700,nzd,NZD,
2013,Median household income ($),Papatawa,Papatawa,65000,nzd,NZD,
2001,Median household income ($),Woodville,Woodville,26800,nzd,NZD,
2006,Median household income ($),Woodville,Woodville,33200,nzd,NZD,
2013,Median household income ($),Woodville,Woodville,36000,nzd,NZD,
2001,Median household income ($),Urenui,Urenui,31900,nzd,NZD,
2006,Median household income ($),Urenui,Urenui,38100,nzd,NZD,
2013,Median household income ($),Urenui,Urenui,47000,nzd,NZD,
2001,Median household income ($),Okoki-Okau,Okoki-Okau,36800,nzd,NZD,
2006,Median household income ($),Okoki-Okau,Okoki-Okau,46200,nzd,NZD,
2013,Median household income ($),Okoki-Okau,Okoki-Okau,62900,nzd,NZD,
2001,Median household income ($),Oakura,Oakura,47300,nzd,NZD,
2006,Median household income ($),Oakura,Oakura,63000,nzd,NZD,
2013,Median household income ($),Oakura,Oakura,94400,nzd,NZD,
2001,Median household income ($),Bell Block,Bell Block,34600,nzd,NZD,
2006,Median household income ($),Bell Block,Bell Block,47600,nzd,NZD,
2013,Median household income ($),Bell Block,Bell Block,65800,nzd,NZD,
2001,Median household income ($),Paraite,Paraite,36700,nzd,NZD,
2006,Median household income ($),Paraite,Paraite,50800,nzd,NZD,
2013,Median household income ($),Paraite,Paraite,63300,nzd,NZD,
2001,Median household income ($),Glen Avon,Glen Avon,34500,nzd,NZD,
2006,Median household income ($),Glen Avon,Glen Avon,47100,nzd,NZD,
2013,Median household income ($),Glen Avon,Glen Avon,71400,nzd,NZD,
2001,Median household income ($),Bowden,Bowden,36300,nzd,NZD,
2006,Median household income ($),Bowden,Bowden,54000,nzd,NZD,
2013,Median household income ($),Bowden,Bowden,90000,nzd,NZD,
2001,Median household income ($),Mangaoraka,Mangaoraka,46900,nzd,NZD,
2006,Median household income ($),Mangaoraka,Mangaoraka,65400,nzd,NZD,
2013,Median household income ($),Mangaoraka,Mangaoraka,81800,nzd,NZD,
2001,Median household income ($),Carrington,Carrington,52200,nzd,NZD,
2006,Median household income ($),Carrington,Carrington,70500,nzd,NZD,
2013,Median household income ($),Carrington,Carrington,107800,nzd,NZD,
2001,Median household income ($),Highlands Park,Highlands Park,51400,nzd,NZD,
2006,Median household income ($),Highlands Park,Highlands Park,65400,nzd,NZD,
2013,Median household income ($),Highlands Park,Highlands Park,83400,nzd,NZD,
2001,Median household income ($),Fernleigh,Fernleigh,55800,nzd,NZD,
2006,Median household income ($),Fernleigh,Fernleigh,77100,nzd,NZD,
2013,Median household income ($),Fernleigh,Fernleigh,85900,nzd,NZD,
2001,Median household income ($),Barrett,Barrett,51300,nzd,NZD,
2006,Median household income ($),Barrett,Barrett,64300,nzd,NZD,
2013,Median household income ($),Barrett,Barrett,68300,nzd,NZD,
2001,Median household income ($),Omata,Omata,48800,nzd,NZD,
2006,Median household income ($),Omata,Omata,70500,nzd,NZD,
2013,Median household income ($),Omata,Omata,80700,nzd,NZD,
2001,Median household income ($),Lepperton,Lepperton,48900,nzd,NZD,
2006,Median household income ($),Lepperton,Lepperton,59300,nzd,NZD,
2013,Median household income ($),Lepperton,Lepperton,81000,nzd,NZD,
2001,Median household income ($),Kaitake,Kaitake,50600,nzd,NZD,
2006,Median household income ($),Kaitake,Kaitake,63100,nzd,NZD,
2013,Median household income ($),Kaitake,Kaitake,82500,nzd,NZD,
2001,Median household income ($),Okato,Okato,27500,nzd,NZD,
2006,Median household income ($),Okato,Okato,37500,nzd,NZD,
2013,Median household income ($),Okato,Okato,51700,nzd,NZD,
2001,Median household income ($),Waitara West,Waitara West,24000,nzd,NZD,
2006,Median household income ($),Waitara West,Waitara West,29700,nzd,NZD,
2013,Median household income ($),Waitara West,Waitara West,38200,nzd,NZD,
2001,Median household income ($),Waitara East,Waitara East,26300,nzd,NZD,
2006,Median household income ($),Waitara East,Waitara East,31900,nzd,NZD,
2013,Median household income ($),Waitara East,Waitara East,44100,nzd,NZD,
2001,Median household income ($),Moturoa,Moturoa,27300,nzd,NZD,
2006,Median household income ($),Moturoa,Moturoa,36300,nzd,NZD,
2013,Median household income ($),Moturoa,Moturoa,45800,nzd,NZD,
2001,Median household income ($),Lynmouth,Lynmouth,30700,nzd,NZD,
2006,Median household income ($),Lynmouth,Lynmouth,40500,nzd,NZD,
2013,Median household income ($),Lynmouth,Lynmouth,55000,nzd,NZD,
2001,Median household income ($),Spotswood,Spotswood,31300,nzd,NZD,
2006,Median household income ($),Spotswood,Spotswood,43500,nzd,NZD,
2013,Median household income ($),Spotswood,Spotswood,53900,nzd,NZD,
2001,Median household income ($),Marfell,Marfell,26600,nzd,NZD,
2006,Median household income ($),Marfell,Marfell,32000,nzd,NZD,
2013,Median household income ($),Marfell,Marfell,45600,nzd,NZD,
2001,Median household income ($),Upper Westown,Upper Westown,38600,nzd,NZD,
2006,Median household income ($),Upper Westown,Upper Westown,47600,nzd,NZD,
2013,Median household income ($),Upper Westown,Upper Westown,65600,nzd,NZD,
2001,Median household income ($),Westown,Westown,27700,nzd,NZD,
2006,Median household income ($),Westown,Westown,35100,nzd,NZD,
2013,Median household income ($),Westown,Westown,46700,nzd,NZD,
2001,Median household income ($),New Plymouth Central,New Plymouth Central,28000,nzd,NZD,
2006,Median household income ($),New Plymouth Central,New Plymouth Central,45000,nzd,NZD,
2013,Median household income ($),New Plymouth Central,New Plymouth Central,56900,nzd,NZD,
2001,Median household income ($),Kawaroa,Kawaroa,29800,nzd,NZD,
2006,Median household income ($),Kawaroa,Kawaroa,42200,nzd,NZD,
2013,Median household income ($),Kawaroa,Kawaroa,58700,nzd,NZD,
2001,Median household income ($),Mount Bryan,Mount Bryan,27100,nzd,NZD,
2006,Median household income ($),Mount Bryan,Mount Bryan,43600,nzd,NZD,
2013,Median household income ($),Mount Bryan,Mount Bryan,56700,nzd,NZD,
2001,Median household income ($),Marsland Hill,Marsland Hill,30200,nzd,NZD,
2006,Median household income ($),Marsland Hill,Marsland Hill,40500,nzd,NZD,
2013,Median household income ($),Marsland Hill,Marsland Hill,59500,nzd,NZD,
2001,Median household income ($),Fitzroy,Fitzroy,29500,nzd,NZD,
2006,Median household income ($),Fitzroy,Fitzroy,42800,nzd,NZD,
2013,Median household income ($),Fitzroy,Fitzroy,58900,nzd,NZD,
2001,Median household income ($),Welbourn,Welbourn,31300,nzd,NZD,
2006,Median household income ($),Welbourn,Welbourn,45300,nzd,NZD,
2013,Median household income ($),Welbourn,Welbourn,56900,nzd,NZD,
2001,Median household income ($),Merrilands,Merrilands,33000,nzd,NZD,
2006,Median household income ($),Merrilands,Merrilands,44900,nzd,NZD,
2013,Median household income ($),Merrilands,Merrilands,57800,nzd,NZD,
2001,Median household income ($),Frankleigh,Frankleigh,34100,nzd,NZD,
2006,Median household income ($),Frankleigh,Frankleigh,44500,nzd,NZD,
2013,Median household income ($),Frankleigh,Frankleigh,57500,nzd,NZD,
2001,Median household income ($),Struan Park,Struan Park,30500,nzd,NZD,
2006,Median household income ($),Struan Park,Struan Park,42500,nzd,NZD,
2013,Median household income ($),Struan Park,Struan Park,56300,nzd,NZD,
2001,Median household income ($),Egmont Village,Egmont Village,44400,nzd,NZD,
2006,Median household income ($),Egmont Village,Egmont Village,57300,nzd,NZD,
2013,Median household income ($),Egmont Village,Egmont Village,81300,nzd,NZD,
2001,Median household income ($),Kaimata,Kaimata,50200,nzd,NZD,
2006,Median household income ($),Kaimata,Kaimata,61300,nzd,NZD,
2013,Median household income ($),Kaimata,Kaimata,75300,nzd,NZD,
2001,Median household income ($),Inglewood,Inglewood,29400,nzd,NZD,
2006,Median household income ($),Inglewood,Inglewood,38300,nzd,NZD,
2013,Median household income ($),Inglewood,Inglewood,54000,nzd,NZD,
2001,Median household income ($),Midhirst,Midhirst,27500,nzd,NZD,
2006,Median household income ($),Midhirst,Midhirst,37500,nzd,NZD,
2013,Median household income ($),Midhirst,Midhirst,50600,nzd,NZD,
2001,Median household income ($),Whangamomona,Whangamomona,27500,nzd,NZD,
